"crsCode","deptId","crsName","descr"
"crsCode427844","deptId135666","crsName701642","descr198309"
"crsCode66003","deptId758082","crsName833478","descr739144"
"crsCode118198","deptId421180","crsName458697","descr467393"
"crsCode17740","deptId685452","crsName680971","descr136184"
"crsCode228275","deptId725843","crsName395001","descr540611"
"crsCode696522","deptId932928","crsName747346","descr664143"
"crsCode86289","deptId679110","crsName175121","descr418217"
"crsCode983021","deptId527935","crsName54469","descr868778"
"crsCode688713","deptId163869","crsName900156","descr755517"
"crsCode65302","deptId737608","crsName602461","descr428558"
"crsCode704754","deptId540314","crsName548181","descr888337"
"crsCode293671","deptId735795","crsName798826","descr777068"
"crsCode32586","deptId633","crsName123371","descr286274"
"crsCode63748","deptId866735","crsName772616","descr938909"
"crsCode486637","deptId204273","crsName894078","descr83000"
"crsCode482836","deptId374666","crsName873963","descr774566"
"crsCode984091","deptId709938","crsName244095","descr105633"
"crsCode98687","deptId63335","crsName192403","descr186995"
"crsCode289910","deptId884326","crsName15700","descr292090"
"crsCode358193","deptId645126","crsName646935","descr393244"
"crsCode912961","deptId593074","crsName937553","descr948872"
"crsCode306837","deptId568769","crsName16990","descr101220"
"crsCode742497","deptId61428","crsName309567","descr50072"
"crsCode100315","deptId727883","crsName253409","descr714615"
"crsCode735967","deptId947780","crsName623896","descr695685"
"crsCode950387","deptId250417","crsName50091","descr223593"
"crsCode605220","deptId582260","crsName401736","descr706544"
"crsCode448399","deptId9306","crsName80408","descr486779"
"crsCode220668","deptId295762","crsName453549","descr800519"
"crsCode860388","deptId446537","crsName893272","descr400279"
"crsCode55507","deptId115299","crsName581656","descr640896"
"crsCode719528","deptId675095","crsName111789","descr582609"
"crsCode913466","deptId228839","crsName796572","descr397013"
"crsCode758779","deptId738792","crsName948965","descr680226"
"crsCode996505","deptId657527","crsName944935","descr860324"
"crsCode955907","deptId559471","crsName198653","descr46623"
"crsCode213486","deptId770309","crsName841908","descr175443"
"crsCode900634","deptId951866","crsName650986","descr58918"
"crsCode465362","deptId916941","crsName287138","descr796959"
"crsCode434434","deptId263697","crsName371624","descr126478"
"crsCode113520","deptId54745","crsName747675","descr677066"
"crsCode606809","deptId975567","crsName296540","descr343699"
"crsCode999337","deptId303460","crsName171410","descr377045"
"crsCode308757","deptId994466","crsName594135","descr44622"
"crsCode505625","deptId551325","crsName329538","descr24006"
"crsCode773769","deptId576903","crsName251409","descr262717"
"crsCode456598","deptId652963","crsName692979","descr714980"
"crsCode443168","deptId461010","crsName986096","descr254209"
"crsCode99954","deptId736649","crsName911286","descr164021"
"crsCode94623","deptId225444","crsName326017","descr80794"
"crsCode542326","deptId358611","crsName353701","descr950278"
"crsCode261348","deptId354226","crsName793083","descr817005"
"crsCode180455","deptId25399","crsName269222","descr394403"
"crsCode362027","deptId299461","crsName385985","descr143806"
"crsCode50243","deptId17373","crsName755431","descr63513"
"crsCode989509","deptId3444","crsName998558","descr801397"
"crsCode242882","deptId505951","crsName980576","descr337659"
"crsCode182496","deptId750891","crsName719944","descr857117"
"crsCode973014","deptId815945","crsName697558","descr664730"
"crsCode177028","deptId746982","crsName366879","descr578784"
"crsCode297645","deptId870425","crsName297556","descr137547"
"crsCode17618","deptId567798","crsName221676","descr950092"
"crsCode616492","deptId303679","crsName337329","descr755237"
"crsCode227653","deptId307002","crsName347684","descr658640"
"crsCode888115","deptId407134","crsName95502","descr508031"
"crsCode913458","deptId21927","crsName660517","descr593023"
"crsCode546333","deptId535817","crsName615447","descr857846"
"crsCode28873","deptId428161","crsName162037","descr998667"
"crsCode59134","deptId336454","crsName595071","descr204068"
"crsCode52243","deptId749151","crsName577288","descr535178"
"crsCode505445","deptId238094","crsName412806","descr585322"
"crsCode252467","deptId590378","crsName948408","descr41333"
"crsCode9689","deptId903690","crsName181428","descr550246"
"crsCode654567","deptId294109","crsName148556","descr121187"
"crsCode617886","deptId488919","crsName62556","descr38653"
"crsCode737415","deptId117190","crsName808691","descr220434"
"crsCode824559","deptId513411","crsName958428","descr83282"
"crsCode944514","deptId104899","crsName36680","descr390622"
"crsCode621763","deptId828365","crsName32729","descr10252"
"crsCode8357","deptId68294","crsName276045","descr479879"
"crsCode564489","deptId544296","crsName612037","descr613908"
"crsCode866005","deptId350929","crsName55538","descr16431"
"crsCode326317","deptId581048","crsName472475","descr511060"
"crsCode344273","deptId855674","crsName688460","descr192025"
"crsCode662227","deptId125522","crsName100511","descr447480"
"crsCode331635","deptId513640","crsName215008","descr323243"
"crsCode614041","deptId789248","crsName662623","descr436592"
"crsCode741421","deptId99283","crsName895191","descr890412"
"crsCode867798","deptId517179","crsName644022","descr876076"
"crsCode41678","deptId126663","crsName297673","descr170438"
"crsCode663199","deptId310958","crsName125574","descr698142"
"crsCode83645","deptId141857","crsName554485","descr946052"
"crsCode661118","deptId19449","crsName625915","descr932667"
"crsCode207034","deptId36816","crsName403460","descr264597"
"crsCode264123","deptId64427","crsName373260","descr696121"
"crsCode932961","deptId422164","crsName446283","descr180423"
"crsCode535381","deptId376647","crsName110651","descr948754"
"crsCode275752","deptId846466","crsName612231","descr107916"
"crsCode97415","deptId330175","crsName339089","descr301696"
"crsCode577117","deptId24702","crsName643552","descr966008"
"crsCode294789","deptId277243","crsName972709","descr542846"
"crsCode451306","deptId428480","crsName752552","descr660096"
"crsCode458430","deptId376019","crsName854676","descr63629"
"crsCode612755","deptId994127","crsName995163","descr33019"
"crsCode28249","deptId559696","crsName566983","descr199083"
"crsCode582453","deptId497864","crsName423199","descr145765"
"crsCode717882","deptId581167","crsName933298","descr31965"
"crsCode187974","deptId121431","crsName989443","descr307671"
"crsCode677116","deptId375837","crsName389328","descr321574"
"crsCode118169","deptId324091","crsName30145","descr121104"
"crsCode162997","deptId772411","crsName799210","descr461069"
"crsCode120984","deptId688582","crsName422077","descr611630"
"crsCode698551","deptId623835","crsName915983","descr273115"
"crsCode645578","deptId564763","crsName989061","descr228277"
"crsCode250891","deptId723008","crsName904923","descr238042"
"crsCode368012","deptId496558","crsName548496","descr355270"
"crsCode255477","deptId585826","crsName99762","descr614358"
"crsCode471962","deptId922503","crsName787201","descr74920"
"crsCode725813","deptId916263","crsName140675","descr138975"
"crsCode511557","deptId176382","crsName239076","descr508739"
"crsCode889090","deptId209579","crsName617095","descr401477"
"crsCode517499","deptId282176","crsName960045","descr507232"
"crsCode792014","deptId102712","crsName729472","descr657498"
"crsCode98435","deptId497096","crsName304381","descr914601"
"crsCode846726","deptId449486","crsName85629","descr565619"
"crsCode845568","deptId445094","crsName32862","descr194094"
"crsCode117457","deptId207324","crsName113490","descr642343"
"crsCode109740","deptId764923","crsName283332","descr647774"
"crsCode115726","deptId854980","crsName539234","descr588493"
"crsCode649756","deptId349690","crsName831947","descr859657"
"crsCode183704","deptId595802","crsName485271","descr452226"
"crsCode35839","deptId449257","crsName407101","descr777381"
"crsCode757763","deptId269157","crsName220069","descr690144"
"crsCode151776","deptId859165","crsName546187","descr790917"
"crsCode335517","deptId194461","crsName233356","descr737416"
"crsCode842018","deptId773441","crsName387921","descr330915"
"crsCode754352","deptId920362","crsName134613","descr34137"
"crsCode807744","deptId198351","crsName744020","descr405206"
"crsCode787324","deptId861739","crsName704530","descr428917"
"crsCode6996","deptId729556","crsName454724","descr269724"
"crsCode216191","deptId387436","crsName207839","descr777218"
"crsCode345871","deptId640112","crsName533692","descr56657"
"crsCode943534","deptId306158","crsName483429","descr8487"
"crsCode818362","deptId898899","crsName124735","descr305462"
"crsCode908859","deptId848738","crsName322387","descr374026"
"crsCode513213","deptId36417","crsName140731","descr542955"
"crsCode351823","deptId632110","crsName882597","descr62104"
"crsCode855894","deptId828238","crsName325703","descr722804"
"crsCode754766","deptId575846","crsName622495","descr222077"
"crsCode25311","deptId150691","crsName890853","descr749622"
"crsCode290072","deptId386579","crsName36497","descr30055"
"crsCode908746","deptId248886","crsName165122","descr943419"
"crsCode554755","deptId183599","crsName823954","descr668615"
"crsCode658278","deptId95701","crsName941107","descr53226"
"crsCode760484","deptId864615","crsName779653","descr701839"
"crsCode188633","deptId303452","crsName474040","descr411279"
"crsCode36741","deptId822871","crsName651673","descr788148"
"crsCode817125","deptId575417","crsName391163","descr178904"
"crsCode633389","deptId550097","crsName699011","descr725357"
"crsCode382757","deptId201582","crsName490639","descr537750"
"crsCode609053","deptId275222","crsName626307","descr759473"
"crsCode261710","deptId591375","crsName892082","descr104376"
"crsCode357967","deptId315354","crsName380582","descr485821"
"crsCode274352","deptId498815","crsName3981","descr446611"
"crsCode602295","deptId590211","crsName455808","descr862027"
"crsCode582261","deptId439351","crsName511856","descr702364"
"crsCode142467","deptId357739","crsName662191","descr718492"
"crsCode347230","deptId30847","crsName254233","descr64683"
"crsCode243101","deptId195289","crsName798941","descr374767"
"crsCode396747","deptId915058","crsName978476","descr939065"
"crsCode639077","deptId107723","crsName679996","descr599686"
"crsCode942129","deptId380670","crsName76729","descr556386"
"crsCode23161","deptId886639","crsName816713","descr943015"
"crsCode891299","deptId812833","crsName89082","descr389476"
"crsCode836334","deptId795749","crsName334731","descr872921"
"crsCode312395","deptId776621","crsName164500","descr644446"
"crsCode409109","deptId150718","crsName151378","descr536418"
"crsCode744815","deptId541380","crsName631443","descr851025"
"crsCode714041","deptId686911","crsName27322","descr561871"
"crsCode797422","deptId106011","crsName96688","descr432994"
"crsCode560093","deptId162910","crsName170663","descr821612"
"crsCode186306","deptId486139","crsName642444","descr976405"
"crsCode170817","deptId510659","crsName737289","descr405319"
"crsCode556030","deptId945851","crsName363764","descr468051"
"crsCode322203","deptId746056","crsName531671","descr781873"
"crsCode804431","deptId135111","crsName797340","descr906724"
"crsCode292128","deptId738297","crsName395157","descr536508"
"crsCode172861","deptId128348","crsName778790","descr968309"
"crsCode130426","deptId704149","crsName192976","descr829053"
"crsCode312168","deptId248328","crsName594394","descr142547"
"crsCode308880","deptId977290","crsName913181","descr153099"
"crsCode550732","deptId975086","crsName214765","descr357102"
"crsCode639811","deptId392252","crsName63648","descr622142"
"crsCode693311","deptId888128","crsName452220","descr506582"
"crsCode703405","deptId524158","crsName724033","descr540080"
"crsCode13040","deptId550595","crsName962639","descr861505"
"crsCode811170","deptId777878","crsName152629","descr422975"
"crsCode832168","deptId946702","crsName577240","descr791874"
"crsCode940272","deptId857853","crsName195197","descr835528"
"crsCode352714","deptId458186","crsName515763","descr985875"
"crsCode14816","deptId145756","crsName574176","descr879853"
"crsCode736467","deptId56946","crsName460390","descr592972"
"crsCode922484","deptId667920","crsName543281","descr708816"
"crsCode559068","deptId48596","crsName791392","descr341800"
"crsCode684905","deptId246823","crsName236621","descr262357"
"crsCode967765","deptId323407","crsName635003","descr688455"
"crsCode686644","deptId712224","crsName226971","descr115683"
"crsCode890186","deptId717459","crsName140603","descr925734"
"crsCode829702","deptId46831","crsName893771","descr263587"
"crsCode33055","deptId279139","crsName296846","descr730472"
"crsCode466890","deptId356725","crsName315482","descr8895"
"crsCode319957","deptId558037","crsName735563","descr231632"
"crsCode672163","deptId937355","crsName324234","descr134948"
"crsCode969797","deptId214416","crsName94645","descr384196"
"crsCode801265","deptId30136","crsName422252","descr492480"
"crsCode245985","deptId976396","crsName238007","descr97099"
"crsCode435274","deptId469942","crsName314519","descr240451"
"crsCode743799","deptId475861","crsName179176","descr832911"
"crsCode944578","deptId24241","crsName24303","descr909282"
"crsCode974575","deptId48328","crsName850758","descr961244"
"crsCode804709","deptId21767","crsName83873","descr824911"
"crsCode179274","deptId689172","crsName750396","descr696990"
"crsCode159866","deptId130888","crsName211427","descr157058"
"crsCode323427","deptId72058","crsName692317","descr978342"
"crsCode955903","deptId457014","crsName470390","descr243058"
"crsCode102447","deptId664077","crsName579688","descr311718"
"crsCode959729","deptId386374","crsName969573","descr628188"
"crsCode44094","deptId412722","crsName429380","descr87215"
"crsCode321795","deptId672541","crsName68869","descr931067"
"crsCode421497","deptId840033","crsName233795","descr415674"
"crsCode258659","deptId188756","crsName693237","descr581133"
"crsCode735332","deptId252705","crsName176160","descr189532"
"crsCode632058","deptId95476","crsName956637","descr109332"
"crsCode402523","deptId224079","crsName663362","descr289295"
"crsCode118634","deptId539002","crsName223984","descr211346"
"crsCode396886","deptId576215","crsName886265","descr246063"
"crsCode338127","deptId148691","crsName201259","descr592651"
"crsCode57062","deptId192249","crsName245886","descr71738"
"crsCode470785","deptId805793","crsName106453","descr520646"
"crsCode683831","deptId802501","crsName628084","descr349455"
"crsCode729358","deptId330099","crsName142655","descr889420"
"crsCode806222","deptId723871","crsName393451","descr299119"
"crsCode910209","deptId794128","crsName460548","descr798375"
"crsCode72970","deptId785083","crsName136409","descr513663"
"crsCode818464","deptId154093","crsName607367","descr34852"
"crsCode464293","deptId83873","crsName426081","descr905155"
"crsCode662759","deptId710321","crsName124985","descr398545"
"crsCode324978","deptId464042","crsName544142","descr823844"
"crsCode952207","deptId303288","crsName469201","descr885439"
"crsCode161310","deptId584384","crsName406293","descr50859"
"crsCode686603","deptId225229","crsName859924","descr590144"
"crsCode522672","deptId917985","crsName526744","descr781507"
"crsCode58503","deptId275053","crsName455821","descr832553"
"crsCode113162","deptId797021","crsName115872","descr380602"
"crsCode330985","deptId388362","crsName554707","descr488401"
"crsCode189543","deptId655251","crsName923360","descr746879"
"crsCode38418","deptId194566","crsName324615","descr992912"
"crsCode25693","deptId785207","crsName324854","descr100453"
"crsCode518428","deptId852915","crsName323092","descr651392"
"crsCode583067","deptId174927","crsName390827","descr22431"
"crsCode537818","deptId42713","crsName147376","descr601407"
"crsCode586985","deptId691760","crsName628399","descr963201"
"crsCode803932","deptId906160","crsName821015","descr58922"
"crsCode245228","deptId902341","crsName961760","descr352133"
"crsCode276650","deptId555809","crsName889045","descr438563"
"crsCode928928","deptId574664","crsName808769","descr166979"
"crsCode699142","deptId23432","crsName378362","descr832588"
"crsCode901342","deptId591559","crsName608517","descr56823"
"crsCode246381","deptId41972","crsName925412","descr152393"
"crsCode228310","deptId346079","crsName190851","descr444670"
"crsCode709652","deptId698341","crsName439867","descr672130"
"crsCode407507","deptId165252","crsName269440","descr256664"
"crsCode106732","deptId145677","crsName557678","descr107229"
"crsCode547068","deptId507831","crsName304747","descr321767"
"crsCode58655","deptId9231","crsName361016","descr977992"
"crsCode997838","deptId578509","crsName272217","descr757358"
"crsCode448531","deptId776067","crsName969055","descr106412"
"crsCode183524","deptId574575","crsName131087","descr914515"
"crsCode894500","deptId449071","crsName599665","descr605946"
"crsCode495665","deptId764692","crsName614198","descr858334"
"crsCode773611","deptId259790","crsName946438","descr879586"
"crsCode761603","deptId136071","crsName206438","descr889719"
"crsCode926075","deptId220621","crsName705539","descr383766"
"crsCode906815","deptId835111","crsName423517","descr688810"
"crsCode757024","deptId610376","crsName743443","descr808844"
"crsCode71657","deptId642529","crsName802503","descr928806"
"crsCode541792","deptId102353","crsName341101","descr430457"
"crsCode88411","deptId299768","crsName442933","descr784377"
"crsCode613243","deptId43753","crsName313171","descr624405"
"crsCode213514","deptId991806","crsName878183","descr575701"
"crsCode450733","deptId221253","crsName92238","descr927837"
"crsCode489606","deptId575575","crsName830981","descr702734"
"crsCode324392","deptId726601","crsName930740","descr802252"
"crsCode633655","deptId456828","crsName883935","descr742234"
"crsCode905180","deptId801808","crsName913252","descr512352"
"crsCode439139","deptId134517","crsName929586","descr2255"
"crsCode261297","deptId367329","crsName143047","descr70811"
"crsCode610597","deptId675742","crsName669987","descr917607"
"crsCode23305","deptId321979","crsName739150","descr31551"
"crsCode96565","deptId809442","crsName387395","descr999934"
"crsCode278976","deptId868746","crsName651000","descr599056"
"crsCode875044","deptId17667","crsName221579","descr770450"
"crsCode143853","deptId443246","crsName596810","descr385622"
"crsCode258078","deptId875023","crsName578847","descr850946"
"crsCode526496","deptId583355","crsName731222","descr916824"
"crsCode78951","deptId788396","crsName149197","descr62608"
"crsCode87908","deptId880435","crsName482935","descr227681"
"crsCode613984","deptId836364","crsName515468","descr115102"
"crsCode761916","deptId648525","crsName682001","descr979645"
"crsCode770818","deptId265337","crsName176767","descr533940"
"crsCode288807","deptId902001","crsName252627","descr985020"
"crsCode554080","deptId415434","crsName963953","descr316280"
"crsCode735837","deptId396858","crsName217142","descr719790"
"crsCode235046","deptId447723","crsName356121","descr543027"
"crsCode54289","deptId793458","crsName455996","descr527526"
"crsCode343453","deptId376921","crsName643925","descr434642"
"crsCode176111","deptId380952","crsName550708","descr557751"
"crsCode12774","deptId704163","crsName966704","descr962979"
"crsCode245533","deptId127773","crsName886450","descr196729"
"crsCode343292","deptId974570","crsName347293","descr743059"
"crsCode679035","deptId684321","crsName779609","descr153924"
"crsCode367349","deptId200097","crsName825403","descr186102"
"crsCode600996","deptId793339","crsName650706","descr106930"
"crsCode135359","deptId885069","crsName855569","descr473151"
"crsCode134253","deptId191918","crsName492884","descr518433"
"crsCode671908","deptId937861","crsName125520","descr151426"
"crsCode574947","deptId914228","crsName389916","descr788143"
"crsCode319368","deptId185074","crsName755222","descr209465"
"crsCode57551","deptId775991","crsName316211","descr49724"
"crsCode789479","deptId902928","crsName598631","descr990652"
"crsCode13234","deptId642578","crsName112557","descr13418"
"crsCode2010","deptId947563","crsName958580","descr912007"
"crsCode520715","deptId139604","crsName931494","descr459808"
"crsCode66768","deptId563810","crsName147605","descr275383"
"crsCode696270","deptId732348","crsName748676","descr203906"
"crsCode586775","deptId205863","crsName968400","descr501773"
"crsCode114604","deptId819133","crsName152698","descr636986"
"crsCode335634","deptId66045","crsName486354","descr908713"
"crsCode493455","deptId845051","crsName340544","descr290354"
"crsCode854081","deptId897720","crsName664370","descr200399"
"crsCode834268","deptId542476","crsName757853","descr956439"
"crsCode383358","deptId717120","crsName643698","descr353125"
"crsCode868145","deptId591352","crsName524896","descr257431"
"crsCode224828","deptId370765","crsName31743","descr38770"
"crsCode122598","deptId571641","crsName785760","descr700515"
"crsCode929416","deptId779179","crsName870382","descr855712"
"crsCode539342","deptId837435","crsName29056","descr802093"
"crsCode814794","deptId65208","crsName483007","descr16571"
"crsCode95604","deptId353820","crsName66159","descr291883"
"crsCode180866","deptId784289","crsName933979","descr777456"
"crsCode140768","deptId447021","crsName774177","descr525138"
"crsCode365773","deptId311400","crsName581783","descr461902"
"crsCode600593","deptId694830","crsName688473","descr423067"
"crsCode974814","deptId352928","crsName271857","descr494791"
"crsCode131011","deptId402709","crsName369825","descr181824"
"crsCode690119","deptId723822","crsName430863","descr807855"
"crsCode2984","deptId193799","crsName403342","descr331135"
"crsCode969072","deptId603146","crsName186629","descr852860"
"crsCode118960","deptId252061","crsName236862","descr832406"
"crsCode783452","deptId747067","crsName791757","descr854980"
"crsCode905539","deptId91041","crsName632795","descr173701"
"crsCode689769","deptId742046","crsName779726","descr766017"
"crsCode665474","deptId276493","crsName695382","descr160270"
"crsCode304141","deptId28128","crsName37591","descr60112"
"crsCode267147","deptId493458","crsName210670","descr78584"
"crsCode318747","deptId316030","crsName607842","descr235884"
"crsCode49076","deptId906702","crsName381993","descr409543"
"crsCode316158","deptId134412","crsName552340","descr400695"
"crsCode618957","deptId740436","crsName591063","descr885253"
"crsCode680123","deptId100458","crsName473913","descr706098"
"crsCode118560","deptId8168","crsName362452","descr533436"
"crsCode768433","deptId393360","crsName747082","descr358528"
"crsCode63538","deptId328960","crsName846085","descr924921"
"crsCode978329","deptId356419","crsName464744","descr118694"
"crsCode913089","deptId982147","crsName372823","descr943242"
"crsCode930887","deptId467741","crsName786463","descr732109"
"crsCode758341","deptId419085","crsName540100","descr409920"
"crsCode234153","deptId700360","crsName676198","descr980286"
"crsCode888689","deptId884009","crsName715215","descr864046"
"crsCode453061","deptId184323","crsName35995","descr497956"
"crsCode245552","deptId753301","crsName27204","descr546855"
"crsCode425468","deptId859867","crsName388682","descr995725"
"crsCode166634","deptId311553","crsName819579","descr592387"
"crsCode490955","deptId520883","crsName581540","descr786345"
"crsCode136830","deptId112463","crsName7828","descr562074"
"crsCode628551","deptId335868","crsName483209","descr286537"
"crsCode31623","deptId137812","crsName968378","descr469190"
"crsCode342558","deptId429309","crsName508032","descr933664"
"crsCode642394","deptId850965","crsName77090","descr430373"
"crsCode719194","deptId371915","crsName380604","descr140805"
"crsCode549635","deptId804811","crsName355658","descr186773"
"crsCode779486","deptId756049","crsName324950","descr804207"
"crsCode776525","deptId728479","crsName6140","descr41078"
"crsCode638632","deptId672521","crsName905111","descr857399"
"crsCode562617","deptId772590","crsName653770","descr625323"
"crsCode289743","deptId293953","crsName25901","descr797977"
"crsCode150659","deptId871813","crsName107025","descr693976"
"crsCode910853","deptId13015","crsName129522","descr601970"
"crsCode704417","deptId614501","crsName648248","descr939237"
"crsCode193556","deptId576125","crsName238698","descr799299"
"crsCode921029","deptId956864","crsName59120","descr524985"
"crsCode223522","deptId212149","crsName573827","descr415916"
"crsCode116824","deptId186105","crsName339571","descr379583"
"crsCode974638","deptId580116","crsName564308","descr806385"
"crsCode845119","deptId55208","crsName747334","descr888292"
"crsCode533650","deptId776899","crsName549408","descr37560"
"crsCode23000","deptId140115","crsName683321","descr955158"
"crsCode661505","deptId727609","crsName466386","descr271177"
"crsCode938107","deptId42550","crsName199267","descr709638"
"crsCode317448","deptId941954","crsName736832","descr680204"
"crsCode258874","deptId243963","crsName691048","descr905510"
"crsCode342990","deptId115514","crsName420778","descr115086"
"crsCode981347","deptId886210","crsName102645","descr710124"
"crsCode36501","deptId965842","crsName14714","descr390139"
"crsCode596218","deptId318042","crsName485056","descr510093"
"crsCode296312","deptId726858","crsName395844","descr740837"
"crsCode985090","deptId90949","crsName640842","descr969602"
"crsCode763309","deptId762484","crsName140612","descr903803"
"crsCode183411","deptId869112","crsName58654","descr654405"
"crsCode233539","deptId423095","crsName696548","descr133394"
"crsCode435778","deptId787287","crsName706129","descr594772"
"crsCode296482","deptId595849","crsName526901","descr565216"
"crsCode326621","deptId717117","crsName560577","descr419117"
"crsCode206735","deptId306163","crsName664882","descr726459"
"crsCode531694","deptId868978","crsName839448","descr29904"
"crsCode966823","deptId567121","crsName781442","descr866589"
"crsCode933973","deptId529842","crsName858569","descr181888"
"crsCode517600","deptId510095","crsName200693","descr352995"
"crsCode553968","deptId627628","crsName927119","descr320897"
"crsCode173709","deptId36844","crsName416068","descr366025"
"crsCode979669","deptId919936","crsName779122","descr461723"
"crsCode11800","deptId301370","crsName919058","descr828911"
"crsCode161940","deptId39872","crsName712387","descr226901"
"crsCode78472","deptId682203","crsName193007","descr901462"
"crsCode594615","deptId564335","crsName873052","descr835514"
"crsCode780219","deptId289669","crsName977169","descr452195"
"crsCode952642","deptId20804","crsName730530","descr879191"
"crsCode432234","deptId139135","crsName973594","descr949467"
"crsCode176693","deptId291496","crsName140037","descr414778"
"crsCode160233","deptId239201","crsName187159","descr388325"
"crsCode651719","deptId606323","crsName245244","descr198196"
"crsCode928741","deptId827863","crsName274301","descr535115"
"crsCode999850","deptId116274","crsName369036","descr470423"
"crsCode742566","deptId253023","crsName451308","descr613240"
"crsCode697228","deptId250724","crsName307903","descr451705"
"crsCode448652","deptId13125","crsName267054","descr570810"
"crsCode613585","deptId517239","crsName295343","descr337263"
"crsCode338772","deptId817069","crsName910582","descr832193"
"crsCode325467","deptId493071","crsName841018","descr776146"
"crsCode491154","deptId890441","crsName916002","descr902942"
"crsCode933700","deptId390656","crsName914508","descr156861"
"crsCode644150","deptId126942","crsName3002","descr16516"
"crsCode14944","deptId207950","crsName772826","descr171340"
"crsCode155913","deptId360708","crsName206257","descr202378"
"crsCode188542","deptId848563","crsName412067","descr168733"
"crsCode169070","deptId435426","crsName917473","descr751143"
"crsCode368357","deptId17689","crsName22767","descr245010"
"crsCode713059","deptId993589","crsName101713","descr6964"
"crsCode748953","deptId324443","crsName496785","descr301261"
"crsCode170047","deptId363593","crsName290160","descr31469"
"crsCode317973","deptId52424","crsName564455","descr312115"
"crsCode742132","deptId910846","crsName889688","descr702640"
"crsCode133519","deptId412064","crsName567126","descr775785"
"crsCode58891","deptId302468","crsName658317","descr124091"
"crsCode705017","deptId49876","crsName264336","descr383449"
"crsCode194348","deptId602975","crsName840382","descr133425"
"crsCode639036","deptId806345","crsName207759","descr406381"
"crsCode115925","deptId197475","crsName515200","descr617110"
"crsCode729468","deptId501013","crsName497177","descr521234"
"crsCode715424","deptId21304","crsName136664","descr630350"
"crsCode244057","deptId513664","crsName703996","descr344951"
"crsCode825535","deptId42326","crsName131567","descr976737"
"crsCode448233","deptId895428","crsName821776","descr772555"
"crsCode717569","deptId511434","crsName442781","descr629754"
"crsCode682945","deptId729677","crsName329146","descr48769"
"crsCode499980","deptId789359","crsName729248","descr935586"
"crsCode468715","deptId645242","crsName485669","descr285711"
"crsCode592930","deptId155637","crsName430691","descr707209"
"crsCode759983","deptId39193","crsName736392","descr511018"
"crsCode506270","deptId326558","crsName554362","descr156734"
"crsCode365132","deptId483182","crsName660132","descr372875"
"crsCode920310","deptId504891","crsName694562","descr357553"
"crsCode575484","deptId496236","crsName533765","descr207852"
"crsCode314552","deptId199026","crsName890051","descr658999"
"crsCode288181","deptId8313","crsName334334","descr506187"
"crsCode504910","deptId787963","crsName466799","descr409222"
"crsCode377189","deptId464302","crsName246447","descr93414"
"crsCode261116","deptId590878","crsName559778","descr287476"
"crsCode880627","deptId694869","crsName315520","descr530493"
"crsCode975583","deptId581686","crsName536897","descr472251"
"crsCode195971","deptId549481","crsName839653","descr132499"
"crsCode888173","deptId830512","crsName761373","descr456568"
"crsCode155247","deptId583256","crsName882009","descr305325"
"crsCode939385","deptId52172","crsName979247","descr206567"
"crsCode812176","deptId797316","crsName715429","descr855440"
"crsCode756973","deptId611674","crsName851739","descr642344"
"crsCode745524","deptId161469","crsName434328","descr88582"
"crsCode610703","deptId212414","crsName349359","descr460541"
"crsCode313191","deptId162504","crsName261965","descr140954"
"crsCode272831","deptId706157","crsName533410","descr207753"
"crsCode567596","deptId692123","crsName629290","descr943382"
"crsCode918197","deptId237165","crsName434839","descr932177"
"crsCode530371","deptId229534","crsName512477","descr936972"
"crsCode447877","deptId396696","crsName288345","descr713918"
"crsCode143779","deptId522602","crsName665951","descr960714"
"crsCode68764","deptId473305","crsName485662","descr890009"
"crsCode645182","deptId869773","crsName799474","descr56355"
"crsCode208961","deptId664108","crsName964551","descr944781"
"crsCode596929","deptId277252","crsName655716","descr484717"
"crsCode248215","deptId190050","crsName843099","descr798825"
"crsCode92626","deptId202112","crsName252364","descr408125"
"crsCode754839","deptId288346","crsName357457","descr801755"
"crsCode398994","deptId636065","crsName814409","descr358700"
"crsCode859544","deptId154697","crsName797188","descr31029"
"crsCode473499","deptId153661","crsName471688","descr797653"
"crsCode279177","deptId999090","crsName47934","descr873962"
"crsCode17281","deptId399129","crsName535932","descr22420"
"crsCode236658","deptId532654","crsName366640","descr28561"
"crsCode600082","deptId729454","crsName976677","descr398280"
"crsCode919801","deptId381157","crsName662453","descr164321"
"crsCode152792","deptId479333","crsName794444","descr449489"
"crsCode681944","deptId422931","crsName893012","descr60019"
"crsCode775827","deptId225691","crsName723267","descr416786"
"crsCode508905","deptId993923","crsName395581","descr806275"
"crsCode292480","deptId362525","crsName160166","descr719279"
"crsCode514268","deptId204247","crsName760968","descr196079"
"crsCode208151","deptId524716","crsName834846","descr313360"
"crsCode595645","deptId217277","crsName382011","descr836661"
"crsCode305926","deptId288634","crsName330138","descr699292"
"crsCode292465","deptId777466","crsName2179","descr749433"
"crsCode265913","deptId62571","crsName493526","descr611390"
"crsCode188470","deptId312547","crsName951095","descr52284"
"crsCode484691","deptId983829","crsName455574","descr341475"
"crsCode289896","deptId784863","crsName483673","descr119013"
"crsCode902388","deptId898175","crsName777897","descr693881"
"crsCode495864","deptId247078","crsName994774","descr914108"
"crsCode751410","deptId939045","crsName39784","descr97714"
